City,lat,lng,country,iso2,admin_name,capital,population,population_proper
Fislisbach,47.4386,8.2944,Switzerland,CH,Aargau,,5544.0,5544.0
Bonstetten,47.3156,8.4692,Switzerland,CH,Zürich,,5543.0,5543.0
Ascona,46.15,8.7667,Switzerland,CH,Ticino,,5534.0,5534.0
Dagmersellen,47.2131,7.9894,Switzerland,CH,Luzern,,5503.0,5503.0
Rupperswil,47.4025,8.1278,Switzerland,CH,Aargau,,5486.0,5486.0
Thayngen,47.7331,8.6997,Switzerland,CH,Schaffhausen,,5453.0,5453.0
Courtepin,46.8667,7.1167,Switzerland,CH,Fribourg,,5451.0,5451.0
Schattdorf,46.8494,8.6713,Switzerland,CH,Uri,,5418.0,5418.0
Gebenstorf,47.4795,8.2424,Switzerland,CH,Aargau,,5414.0,5414.0
Adligenswil,47.0706,8.365,Switzerland,CH,Luzern,,5391.0,5391.0
Münchwilen,47.4815,8.9924,Switzerland,CH,Thurgau,minor,5377.0,5377.0
Greifensee,47.3661,8.6786,Switzerland,CH,Zürich,,5345.0,5345.0
Obfelden,47.2639,8.4242,Switzerland,CH,Zürich,,5340.0,5340.0
Buochs,46.9746,8.4207,Switzerland,CH,Nidwalden,,5312.0,5312.0
Vechigen,46.9469,7.5625,Switzerland,CH,Bern,,5298.0,5298.0
Seon,47.3458,8.1597,Switzerland,CH,Aargau,,5288.0,5288.0
Préverenges,46.5167,6.5333,Switzerland,CH,Vaud,,5287.0,5287.0
Konolfingen Dorf,46.8833,7.6167,Switzerland,CH,Bern,,5282.0,5282.0
Romont,46.7001,6.9181,Switzerland,CH,Fribourg,,5276.0,5276.0
Feusisberg,47.1869,8.7472,Switzerland,CH,Schwyz,,5262.0,5262.0
Lengnau,47.1817,7.3667,Switzerland,CH,Bern,,5254.0,5254.0
Bellach,47.215,7.5,Switzerland,CH,Solothurn,,5214.0,5214.0
Lausen,47.4725,7.7597,Switzerland,CH,Basel-Landschaft,,5209.0,5209.0
Gerlafingen,47.1722,7.5739,Switzerland,CH,Solothurn,,5202.0,5202.0
Hitzkirch,47.225,8.2622,Switzerland,CH,Luzern,,5201.0,5201.0
Glattfelden,47.5608,8.4994,Switzerland,CH,Zürich,,5189.0,5189.0
Saint Légier-La Chiésaz,46.4667,6.8833,Switzerland,CH,Vaud,,5184.0,5184.0
Eglisau,47.5733,8.5261,Switzerland,CH,Zürich,,5170.0,5170.0
Gommiswald,47.2404,9.0474,Switzerland,CH,Sankt Gallen,,5164.0,5164.0
Ettingen,47.4809,7.5444,Switzerland,CH,Basel-Landschaft,,5156.0,5156.0
Sachseln,46.8678,8.2386,Switzerland,CH,Obwalden,,5146.0,5146.0
Hägendorf,47.3344,7.8444,Switzerland,CH,Solothurn,,5137.0,5137.0
Zumikon,47.3328,8.6239,Switzerland,CH,Zürich,,5120.0,5120.0
Fraubrunnen,47.085,7.5269,Switzerland,CH,Bern,,5106.0,5106.0
Sevelen,47.1204,9.4857,Switzerland,CH,Sankt Gallen,,5103.0,5103.0
Schwerzenbach,47.3818,8.6559,Switzerland,CH,Zürich,,5088.0,5088.0
Oberrieden,47.2778,8.5781,Switzerland,CH,Zürich,,5083.0,5083.0
Wangen bei Olten,47.3442,7.8694,Switzerland,CH,Solothurn,,5056.0,5056.0
Wangen,47.1908,8.8956,Switzerland,CH,Schwyz,,5053.0,5053.0
Dulliken,47.3525,7.9458,Switzerland,CH,Solothurn,,5048.0,5048.0
Sumiswald,47.0275,7.7453,Switzerland,CH,Bern,,5046.0,5046.0
Root,47.1158,8.3914,Switzerland,CH,Luzern,,5040.0,5040.0
Ebnat-Kappel,47.2632,9.1234,Switzerland,CH,Sankt Gallen,,5031.0,5031.0
Bäretswil,47.3369,8.8575,Switzerland,CH,Zürich,,5026.0,5026.0
Chavornay,46.7065,6.569,Switzerland,CH,Vaud,,5000.0,5000.0
Saint Moritz,46.4972,9.8378,Switzerland,CH,Graubünden,,4994.0,4994.0
Bauma,47.3681,8.8778,Switzerland,CH,Zürich,,4925.0,4925.0
Geroldswil,47.4228,8.4108,Switzerland,CH,Zürich,,4918.0,4918.0
Niederglatt,47.4922,8.5033,Switzerland,CH,Zürich,,4917.0,4917.0
Schönenwerd,47.3719,8.0028,Switzerland,CH,Solothurn,,4910.0,4910.0
Bettlach,47.2039,7.425,Switzerland,CH,Solothurn,,4910.0,4910.0
Elgg,47.4914,8.8645,Switzerland,CH,Zürich,,4903.0,4903.0
Strengelbach,47.2817,7.9292,Switzerland,CH,Aargau,,4893.0,4893.0
Mettmenstetten,47.2447,8.4644,Switzerland,CH,Zürich,,4865.0,4865.0
Sainte-Croix,46.8237,6.4889,Switzerland,CH,Vaud,,4863.0,4863.0
Flums,47.0928,9.3439,Switzerland,CH,Sankt Gallen,,4856.0,4856.0
Kaltbrunn,47.2164,9.0333,Switzerland,CH,Sankt Gallen,,4839.0,4839.0
Huttwil,47.1164,7.85,Switzerland,CH,Bern,,4836.0,4836.0
Sigriswil,46.7164,7.7167,Switzerland,CH,Bern,,4832.0,4832.0
Ehrendingen,47.4995,8.3443,Switzerland,CH,Aargau,,4823.0,4823.0
Ennetbürgen,46.9844,8.4139,Switzerland,CH,Nidwalden,,4801.0,4801.0
Balgach,47.4,9.5997,Switzerland,CH,Sankt Gallen,,4797.0,4797.0
Zuzwil,47.4713,9.1022,Switzerland,CH,Sankt Gallen,,4785.0,4785.0
Niederlenz,47.4025,8.1764,Switzerland,CH,Aargau,,4776.0,4776.0
Berikon,47.3525,8.3736,Switzerland,CH,Aargau,,4776.0,4776.0
Weiningen,47.4208,8.4356,Switzerland,CH,Zürich,,4760.0,4760.0
Oetwil am See,47.2708,8.7211,Switzerland,CH,Zürich,,4754.0,4754.0
Turbenthal,47.4383,8.8442,Switzerland,CH,Zürich,,4748.0,4748.0
Cortaillod,46.944,6.8479,Switzerland,CH,Neuchâtel,,4729.0,4729.0
Wängi,47.5,8.9497,Switzerland,CH,Thurgau,,4720.0,4720.0
Niederbipp,47.2658,7.6958,Switzerland,CH,Bern,,4715.0,4715.0
Egnach,47.5497,9.3833,Switzerland,CH,Thurgau,,4711.0,4711.0
Oberkirch,47.1564,8.1158,Switzerland,CH,Luzern,,4707.0,4707.0
Würenlingen,47.5322,8.2566,Switzerland,CH,Aargau,,4701.0,4701.0
Gordola,46.1884,8.8638,Switzerland,CH,Ticino,,4697.0,4697.0
Troistorrents,46.2333,6.9167,Switzerland,CH,Valais,,4683.0,4683.0
Saint-Sulpice,46.5167,6.5667,Switzerland,CH,Vaud,,4668.0,4668.0
Triengen,47.2358,8.0758,Switzerland,CH,Luzern,,4652.0,4652.0
Le Landeron,47.0554,7.0691,Switzerland,CH,Neuchâtel,,4645.0,4645.0
Beringen,47.6964,8.5754,Switzerland,CH,Schaffhausen,,4643.0,4643.0
Tägerwilen,47.6556,9.1311,Switzerland,CH,Thurgau,,4642.0,4642.0
Aarberg,47.0458,7.2764,Switzerland,CH,Bern,minor,4629.0,4629.0
Confignon,46.1834,6.0833,Switzerland,CH,Genève,,4627.0,4627.0
Meiringen,46.7283,8.1861,Switzerland,CH,Bern,,4621.0,4621.0
Stabio,45.85,8.9333,Switzerland,CH,Ticino,,4591.0,4591.0
Scuol,46.797,10.2995,Switzerland,CH,Graubünden,,4591.0,4591.0
Le Chenit,46.6,6.2333,Switzerland,CH,Vaud,,4586.0,4586.0
Stansstad,46.9803,8.3389,Switzerland,CH,Nidwalden,,4576.0,4576.0
Morbio Inferiore,45.85,9.0167,Switzerland,CH,Ticino,,4575.0,4575.0
Saint-Maurice,46.219,7.0047,Switzerland,CH,Valais,minor,4571.0,4571.0
Tramelan,47.2233,7.1014,Switzerland,CH,Bern,,4564.0,4564.0
Menzingen,47.1803,8.5917,Switzerland,CH,Zug,,4540.0,4540.0
Monte Ceneri,46.125,8.92,Switzerland,CH,Ticino,,4521.0,4521.0
Bronschhofen,47.4831,9.0331,Switzerland,CH,Sankt Gallen,,4515.0,4515.0
Aarwangen,47.2414,7.7708,Switzerland,CH,Bern,,4514.0,4514.0
Winkel,47.4922,8.5539,Switzerland,CH,Zürich,,4511.0,4511.0
Füllinsdorf,47.5056,7.7297,Switzerland,CH,Basel-Landschaft,,4484.0,4484.0
Zufikon,47.3459,8.3595,Switzerland,CH,Aargau,,4479.0,4479.0
Kölliken,47.3375,8.0236,Switzerland,CH,Aargau,,4476.0,4476.0
Rafz,47.6122,8.5408,Switzerland,CH,Zürich,,4462.0,4462.0
Oberbüren,47.45,9.1664,Switzerland,CH,Sankt Gallen,,4447.0,4447.0
Agno,46.0002,8.9001,Switzerland,CH,Ticino,,4445.0,4445.0
Klosters Platz,46.8548,9.9538,Switzerland,CH,Graubünden,,4437.0,4437.0
Schötz,47.1711,7.9894,Switzerland,CH,Luzern,,4434.0,4434.0
Schöftland,47.3053,8.0528,Switzerland,CH,Aargau,,4393.0,4393.0
Bubendorf,47.4497,7.7364,Switzerland,CH,Basel-Landschaft,,4389.0,4389.0
Brügg,47.1264,7.2817,Switzerland,CH,Bern,,4388.0,4388.0
Rebstein,47.3997,9.5833,Switzerland,CH,Sankt Gallen,,4387.0,4387.0
Speicher,47.4106,9.4433,Switzerland,CH,Appenzell Ausserrhoden,,4379.0,4379.0
Eschlikon,47.461,8.959,Switzerland,CH,Thurgau,,4372.0,4372.0
Weggis,47.0322,8.4383,Switzerland,CH,Luzern,,4368.0,4368.0
Gachnang,47.5331,8.85,Switzerland,CH,Thurgau,,4364.0,4364.0
Caslano,45.9699,8.8795,Switzerland,CH,Ticino,,4356.0,4356.0
Russikon,47.3953,8.7778,Switzerland,CH,Zürich,,4355.0,4355.0
Birr,47.4358,8.2028,Switzerland,CH,Aargau,,4354.0,4354.0
Cheseaux-sur-Lausanne,46.5833,6.6,Switzerland,CH,Vaud,,4342.0,4342.0
Wolhusen,47.0617,8.0744,Switzerland,CH,Luzern,,4340.0,4340.0
Utzenstorf,47.1269,7.5572,Switzerland,CH,Bern,,4331.0,4331.0
Kehrsatz,46.9094,7.4708,Switzerland,CH,Bern,,4302.0,4302.0
Wichtrach,46.8428,7.5764,Switzerland,CH,Bern,,4294.0,4294.0
Avenches,46.88,7.0398,Switzerland,CH,Vaud,,4292.0,4292.0
Sins,47.1914,8.3969,Switzerland,CH,Aargau,,4259.0,4259.0
Bad Zurzach,47.5872,8.2944,Switzerland,CH,Aargau,minor,4242.0,4242.0
Uitikon,47.3719,8.4531,Switzerland,CH,Zürich,,4239.0,4239.0
Schüpfheim,46.95,8.015,Switzerland,CH,Luzern,minor,4219.0,4219.0
Lucens,46.7092,6.8373,Switzerland,CH,Vaud,,4200.0,4200.0
Lens,46.2667,7.4333,Switzerland,CH,Valais,,4198.0,4198.0
Vouvry,46.3333,6.8833,Switzerland,CH,Valais,,4198.0,4198.0
Satigny,46.2141,6.0368,Switzerland,CH,Genève,,4185.0,4185.0
Engelberg,46.8206,8.4028,Switzerland,CH,Obwalden,,4181.0,4181.0
Sempach,47.1328,8.1936,Switzerland,CH,Luzern,,4169.0,4169.0
Gross Höchstetten,46.8997,7.6333,Switzerland,CH,Bern,,4165.0,4165.0
Heiden,47.4411,9.5311,Switzerland,CH,Appenzell Ausserrhoden,,4161.0,4161.0
Unterentfelden,47.3692,8.0417,Switzerland,CH,Aargau,,4155.0,4155.0
Lützelflüh,47.0091,7.6892,Switzerland,CH,Bern,,4146.0,4146.0
Paradiso,45.9833,8.95,Switzerland,CH,Ticino,,4144.0,4144.0
Degersheim,47.3667,9.1997,Switzerland,CH,Sankt Gallen,,4129.0,4129.0
Niederrohrdorf,47.4235,8.3049,Switzerland,CH,Aargau,,4105.0,4105.0
Matten,46.6664,7.8497,Switzerland,CH,Bern,,4101.0,4101.0
Dällikon,47.4406,8.4389,Switzerland,CH,Zürich,,4100.0,4100.0
Roggwil,47.2417,7.8236,Switzerland,CH,Bern,,4079.0,4079.0
Oberrohrdorf,47.4219,8.3167,Switzerland,CH,Aargau,,4072.0,4072.0
Ayent,46.328,7.4103,Switzerland,CH,Valais,,4059.0,4059.0
Döttingen,47.5706,8.2597,Switzerland,CH,Aargau,,4057.0,4057.0
Hilterfingen,46.7432,7.6582,Switzerland,CH,Bern,,4044.0,4044.0
Prangins,46.4,6.25,Switzerland,CH,Vaud,,4038.0,4038.0
Leysin,46.3333,7.0,Switzerland,CH,Vaud,,4032.0,4032.0
Hunzenschwil,47.3858,8.1264,Switzerland,CH,Aargau,,4014.0,4014.0
Diessenhofen,47.6833,8.7497,Switzerland,CH,Thurgau,,3998.0,3998.0
Seengen,47.3275,8.2083,Switzerland,CH,Aargau,,3994.0,3994.0
Bürglen,46.875,8.6628,Switzerland,CH,Uri,,3976.0,3976.0
Berneck,47.4246,9.6125,Switzerland,CH,Sankt Gallen,,3963.0,3963.0
Brittnau,47.2608,7.9472,Switzerland,CH,Aargau,,3954.0,3954.0
Böttstein,47.5567,8.2247,Switzerland,CH,Aargau,,3952.0,3952.0
Lostorf,47.3844,7.95,Switzerland,CH,Solothurn,,3952.0,3952.0
Leuk,46.3167,7.6333,Switzerland,CH,Valais,,3948.0,3948.0
Magden,47.5289,7.8153,Switzerland,CH,Aargau,,3915.0,3915.0
Chamoson,46.2,7.2167,Switzerland,CH,Valais,,3897.0,3897.0
Dottikon,47.3844,8.2403,Switzerland,CH,Aargau,,3881.0,3881.0
Muhen,47.3331,8.0528,Switzerland,CH,Aargau,,3877.0,3877.0
Sulgen,47.5423,9.1931,Switzerland,CH,Thurgau,,3869.0,3869.0
Niedergösgen,47.3736,7.9931,Switzerland,CH,Solothurn,,3865.0,3865.0
Nottwil,47.1347,8.1369,Switzerland,CH,Luzern,,3857.0,3857.0
Breitenbach,47.4083,7.5444,Switzerland,CH,Solothurn,,3854.0,3854.0
Pfungen,47.5156,8.6469,Switzerland,CH,Zürich,,3845.0,3845.0
Safenwil,47.3192,7.9833,Switzerland,CH,Aargau,,3842.0,3842.0
Bürglen,47.5497,9.1497,Switzerland,CH,Thurgau,,3841.0,3841.0
Vallorbe,46.7167,6.3833,Switzerland,CH,Vaud,,3837.0,3837.0
Schänis,47.1588,9.0466,Switzerland,CH,Sankt Gallen,,3818.0,3818.0
Unterengstringen,47.4147,8.4497,Switzerland,CH,Zürich,,3804.0,3804.0
Grindelwald,46.6256,8.0333,Switzerland,CH,Bern,,3801.0,3801.0
Bevaix,46.9312,6.8041,Switzerland,CH,Neuchâtel,,3784.0,3784.0
Langendorf,47.2206,7.5144,Switzerland,CH,Solothurn,,3781.0,3781.0
Founex,46.3364,6.1851,Switzerland,CH,Vaud,,3774.0,3774.0
Jonschwil,47.4283,9.0885,Switzerland,CH,Sankt Gallen,,3773.0,3773.0
Steckborn,47.6664,8.9831,Switzerland,CH,Thurgau,,3753.0,3753.0
Reichenburg,47.1694,8.9744,Switzerland,CH,Schwyz,,3751.0,3751.0
Erlen,47.5497,9.2331,Switzerland,CH,Thurgau,,3749.0,3749.0
La Neuveville,47.0653,7.0944,Switzerland,CH,Bern,,3738.0,3738.0
Hedingen,47.2986,8.4494,Switzerland,CH,Zürich,,3734.0,3734.0
Schüpfen,47.0358,7.3747,Switzerland,CH,Bern,,3732.0,3732.0
Belmont-sur-Lausanne,46.5265,6.6876,Switzerland,CH,Vaud,,3721.0,3721.0
Mönchaltorf,47.3114,8.7222,Switzerland,CH,Zürich,,3715.0,3715.0
Schmerikon,47.2253,8.95,Switzerland,CH,Sankt Gallen,,3709.0,3709.0
Widen,47.37,8.3581,Switzerland,CH,Aargau,,3698.0,3698.0
Port,47.1167,7.25,Switzerland,CH,Bern,,3695.0,3695.0
Stallikon,47.3272,8.4908,Switzerland,CH,Zürich,,3687.0,3687.0
Egerkingen,47.3219,7.7944,Switzerland,CH,Solothurn,,3683.0,3683.0
Beckenried,46.9665,8.4747,Switzerland,CH,Nidwalden,,3672.0,3672.0
Walchwil,47.0997,8.5164,Switzerland,CH,Zug,,3663.0,3663.0
Elsau,47.5061,8.8028,Switzerland,CH,Zürich,,3660.0,3660.0
Giswil,46.8359,8.1188,Switzerland,CH,Obwalden,,3657.0,3657.0
Rüti,47.3206,9.43,Switzerland,CH,Appenzell Innerrhoden,,3648.0,3648.0
Hausen am Albis,47.2447,8.5344,Switzerland,CH,Zürich,,3646.0,3646.0
Feuerthalen,47.6922,8.6453,Switzerland,CH,Zürich,,3636.0,3636.0
Hausen,47.4622,8.2139,Switzerland,CH,Aargau,,3633.0,3633.0
Tavannes,47.2208,7.2014,Switzerland,CH,Bern,,3626.0,3626.0
Laufenburg,47.5608,8.0594,Switzerland,CH,Aargau,minor,3626.0,3626.0
Reichenbach im Kandertal,46.5753,7.7371,Switzerland,CH,Bern,,3616.0,3616.0
Hittnau,47.37,8.8239,Switzerland,CH,Zürich,,3613.0,3613.0
Stein,47.4997,9.4333,Switzerland,CH,Sankt Gallen,,3604.0,3604.0
Plaffeien,46.7412,7.2871,Switzerland,CH,Fribourg,,3594.0,3594.0
Eschenbach,47.1328,8.3197,Switzerland,CH,Luzern,,3589.0,3589.0
Mörschwil,47.4676,9.4261,Switzerland,CH,Sankt Gallen,,3585.0,3585.0
Büren an der Aare,47.1403,7.3722,Switzerland,CH,Bern,,3580.0,3580.0
Ins,47.0,7.1,Switzerland,CH,Bern,,3564.0,3564.0
Erlinsbach,47.4067,8.0069,Switzerland,CH,Aargau,,3556.0,3556.0
Merenschwand,47.2622,8.3775,Switzerland,CH,Aargau,,3549.0,3549.0
Chalais,46.2477,7.5302,Switzerland,CH,Valais,,3524.0,3524.0
Attalens,46.5167,6.85,Switzerland,CH,Fribourg,,3521.0,3521.0
Poschiavo,46.3333,10.0497,Switzerland,CH,Graubünden,,3516.0,3516.0
Waldkirch,47.4664,9.2831,Switzerland,CH,Sankt Gallen,,3500.0,3500.0
Ennetbaden,47.4817,8.3167,Switzerland,CH,Aargau,,3498.0,3498.0
Klingnau,47.5831,8.25,Switzerland,CH,Aargau,,3480.0,3480.0
Luterbach,47.2194,7.5861,Switzerland,CH,Solothurn,,3479.0,3479.0
Gams,47.2,9.4333,Switzerland,CH,Sankt Gallen,,3471.0,3471.0
Steinmaur,47.4942,8.4478,Switzerland,CH,Zürich,,3460.0,3460.0
Château-d’Oex,46.4667,7.1167,Switzerland,CH,Vaud,,3459.0,3459.0
Ermatingen,47.6692,9.0797,Switzerland,CH,Thurgau,,3455.0,3455.0
Selzach,47.2056,7.4556,Switzerland,CH,Solothurn,,3453.0,3453.0
Münsterlingen,47.6313,9.2337,Switzerland,CH,Thurgau,,3448.0,3448.0
Grimisuat,46.2667,7.3833,Switzerland,CH,Valais,,3445.0,3445.0
Zizers,46.9361,9.5653,Switzerland,CH,Graubünden,,3434.0,3434.0
Yvonand,46.8,6.75,Switzerland,CH,Vaud,,3427.0,3427.0
Rheineck,47.4701,9.5834,Switzerland,CH,Sankt Gallen,,3419.0,3419.0
Steinen,47.0489,8.6114,Switzerland,CH,Schwyz,,3417.0,3417.0
Berg,47.5664,9.1664,Switzerland,CH,Thurgau,,3410.0,3410.0
Bösingen,46.9,7.2333,Switzerland,CH,Fribourg,,3408.0,3408.0
Vacallo,45.85,9.0333,Switzerland,CH,Ticino,,3398.0,3398.0
Thunstetten,47.2039,7.7569,Switzerland,CH,Bern,,3395.0,3395.0
Corsier-sur-Vevey,46.4667,6.85,Switzerland,CH,Vaud,,3390.0,3390.0
Stein am Rhein,47.6594,8.8592,Switzerland,CH,Schaffhausen,,3376.0,3376.0
Adelboden,46.4931,7.5586,Switzerland,CH,Bern,,3371.0,3371.0
Rickenbach,47.2194,8.1536,Switzerland,CH,Luzern,,3364.0,3364.0
Grüningen,47.2842,8.7625,Switzerland,CH,Zürich,,3361.0,3361.0
Grandson,46.8085,6.6443,Switzerland,CH,Vaud,,3357.0,3357.0
Savigny,46.5667,6.7167,Switzerland,CH,Vaud,,3357.0,3357.0
Staufen,47.3833,8.1667,Switzerland,CH,Aargau,,3336.0,3336.0
Bonaduz,46.8164,9.4,Switzerland,CH,Graubünden,,3330.0,3330.0
Entlebuch,46.9928,8.0631,Switzerland,CH,Luzern,,3315.0,3315.0
Courroux,47.3692,7.393,Switzerland,CH,Jura,,3314.0,3314.0
Romanel-sur-Lausanne,46.5667,6.6,Switzerland,CH,Vaud,,3309.0,3309.0
Tuggen,47.2031,8.9456,Switzerland,CH,Schwyz,,3309.0,3309.0
Trimmis,46.8958,9.5642,Switzerland,CH,Graubünden,,3304.0,3304.0
Weisslingen,47.4325,8.7639,Switzerland,CH,Zürich,,3301.0,3301.0
Bellevue,46.25,6.15,Switzerland,CH,Genève,,3299.0,3299.0
Buttisholz,47.1136,8.0944,Switzerland,CH,Luzern,,3294.0,3294.0
Penthalaz,46.6128,6.5291,Switzerland,CH,Vaud,,3283.0,3283.0
Belfaux,46.8287,7.095,Switzerland,CH,Fribourg,,3281.0,3281.0
Madiswil,47.1664,7.8,Switzerland,CH,Bern,,3277.0,3277.0
Beinwil am See,47.2678,8.2025,Switzerland,CH,Aargau,,3276.0,3276.0
Balerna,45.85,9.0,Switzerland,CH,Ticino,,3269.0,3269.0
Rüegsbach,47.0164,7.6831,Switzerland,CH,Bern,,3258.0,3258.0
Bätterkinden,47.1333,7.5333,Switzerland,CH,Bern,,3251.0,3251.0
Aubonne,46.5,6.3833,Switzerland,CH,Vaud,,3241.0,3241.0
Grosswangen,47.1331,8.05,Switzerland,CH,Luzern,,3241.0,3241.0
Kappel,47.325,7.85,Switzerland,CH,Solothurn,,3237.0,3237.0
Thusis,46.6885,9.4328,Switzerland,CH,Graubünden,minor,3217.0,3217.0
Ardon,46.2,7.25,Switzerland,CH,Valais,,3212.0,3212.0
Saint-Blaise,47.0131,6.9864,Switzerland,CH,Neuchâtel,,3211.0,3211.0
Leytron,46.1833,7.2,Switzerland,CH,Valais,,3204.0,3204.0
Subingen,47.1967,7.6153,Switzerland,CH,Solothurn,,3201.0,3201.0
Stein,47.5442,7.9514,Switzerland,CH,Aargau,,3198.0,3198.0
Ursy,46.6333,6.8333,Switzerland,CH,Fribourg,,3198.0,3198.0
Arosa,46.7831,9.6831,Switzerland,CH,Graubünden,,3185.0,3185.0
Orsières,45.9723,7.1016,Switzerland,CH,Valais,,3183.0,3183.0
Kirchlindach,47.0,7.4111,Switzerland,CH,Bern,,3158.0,3158.0
Hofstetten,47.4775,7.5153,Switzerland,CH,Sankt Gallen,,3157.0,3157.0
Le Mouret,46.75,7.1667,Switzerland,CH,Fribourg,,3153.0,3153.0
Coppet,46.3214,6.1891,Switzerland,CH,Vaud,,3152.0,3152.0
Niederhelfenschwil,47.4833,9.1831,Switzerland,CH,Sankt Gallen,,3149.0,3149.0
Hettlingen,47.5478,8.7097,Switzerland,CH,Zürich,,3147.0,3147.0
Neerach,47.5117,8.4725,Switzerland,CH,Zürich,,3140.0,3140.0
Laupen,46.9,7.2331,Switzerland,CH,Fribourg,,3138.0,3138.0
Oberdorf,46.9525,8.3819,Switzerland,CH,Nidwalden,,3121.0,3121.0
Seedorf,47.0347,7.3125,Switzerland,CH,Bern,,3114.0,3114.0
Stettlen,46.9594,7.5236,Switzerland,CH,Bern,,3113.0,3113.0
Lupfig,47.4414,8.2,Switzerland,CH,Aargau,,3113.0,3113.0
Brienz,46.7497,8.0333,Switzerland,CH,Bern,,3090.0,3090.0
Torricella,46.0667,8.9167,Switzerland,CH,Ticino,,3087.0,3087.0
Unterkulm,47.3122,8.115,Switzerland,CH,Aargau,,3086.0,3086.0
Gais,47.3606,9.4511,Switzerland,CH,Appenzell Ausserrhoden,,3086.0,3086.0
Roggwil,47.4994,9.395,Switzerland,CH,Thurgau,,3068.0,3068.0
Echichens,46.5333,6.5,Switzerland,CH,Vaud,,3059.0,3059.0
Benken,47.1924,8.9957,Switzerland,CH,Sankt Gallen,,3025.0,3025.0
Niederweningen,47.5075,8.3789,Switzerland,CH,Zürich,,3024.0,3024.0
Zweisimmen,46.5497,7.3664,Switzerland,CH,Bern,,3020.0,3020.0
Grossaffoltern,47.0667,7.3597,Switzerland,CH,Bern,,3017.0,3017.0
Turgi,47.4946,8.2527,Switzerland,CH,Aargau,,3014.0,3014.0
Schafisheim,47.3789,8.1431,Switzerland,CH,Aargau,,2997.0,2997.0
Courrendlin,47.3333,7.3667,Switzerland,CH,Jura,,2995.0,2995.0
Birmenstorf,47.4636,8.25,Switzerland,CH,Aargau,,2992.0,2992.0
Müllheim,47.6028,9.0037,Switzerland,CH,Thurgau,,2991.0,2991.0
Mühleberg,46.9497,7.2667,Switzerland,CH,Bern,,2985.0,2985.0
Murgenthal,47.2664,7.8333,Switzerland,CH,Aargau,,2984.0,2984.0
Meisterschwanden,47.2961,8.2303,Switzerland,CH,Aargau,,2960.0,2960.0
Chardonne,46.4886,6.8216,Switzerland,CH,Vaud,,2944.0,2944.0
Geuensee,47.1997,8.1069,Switzerland,CH,Luzern,,2940.0,2940.0
Coldrerio,45.85,8.9833,Switzerland,CH,Ticino,,2939.0,2939.0
Schenkon,47.1736,8.1369,Switzerland,CH,Luzern,,2939.0,2939.0
Quarten,47.0997,9.2333,Switzerland,CH,Sankt Gallen,,2937.0,2937.0
Wattenwil,46.77,7.5072,Switzerland,CH,Bern,,2935.0,2935.0
Oberburg,47.0389,7.6275,Switzerland,CH,Bern,,2934.0,2934.0
Waltenschwil,47.3358,8.3053,Switzerland,CH,Aargau,,2933.0,2933.0
Cadenazzo,46.15,8.95,Switzerland,CH,Ticino,,2932.0,2932.0
Samedan,46.5336,9.8719,Switzerland,CH,Graubünden,,2924.0,2924.0
Matzingen,47.5197,8.9325,Switzerland,CH,Thurgau,,2917.0,2917.0
Faido,46.4833,8.8,Switzerland,CH,Ticino,,2903.0,2903.0
Sarmenstorf,47.3122,8.25,Switzerland,CH,Aargau,,2902.0,2902.0
Etoy,46.4833,6.4167,Switzerland,CH,Vaud,,2898.0,2898.0
Märstetten,47.6,9.0664,Switzerland,CH,Thurgau,,2898.0,2898.0
Othmarsingen,47.4012,8.2153,Switzerland,CH,Aargau,,2897.0,2897.0
Mosnang,47.35,9.0331,Switzerland,CH,Sankt Gallen,,2881.0,2881.0
Menznau,47.0831,8.0392,Switzerland,CH,Luzern,,2879.0,2879.0
Puidoux,46.4833,6.7667,Switzerland,CH,Vaud,,2878.0,2878.0
